,Dual_dist,seed,Algorithm,naive_init,lr,epoch_num,momentum,best_obj,max_grid_obj,max_data_obj
0,bernoulli_3,0,SGD_c_l_rate,True,1e-05,10,NA,-123.44149780273438,-174.87412455710464,-168.99959692780487
1,bernoulli_3,0,SGD_c_l_rate,True,0.0001,10,NA,-126.51110076904297,-174.87412455710464,-168.99959692780487
2,bernoulli_3,0,SGD_c_l_rate,True,0.001,10,NA,-153.5320587158203,-174.87412455710464,-168.99959692780487
3,bernoulli_3,0,SGD_c_l_rate,True,0.01,10,NA,-155.94784545898438,-174.87412455710464,-168.99959692780487
4,bernoulli_3,0,SGD_c_l_rate,True,0.1,10,NA,-134.3995361328125,-174.87412455710464,-168.99959692780487
5,bernoulli_3,0,SGD_c_l_rate,False,1e-05,10,NA,-169.7040557861328,-174.87412455710464,-168.99959692780487
6,bernoulli_3,0,SGD_c_l_rate,False,0.0001,10,NA,-173.2465362548828,-174.87412455710464,-168.99959692780487
7,bernoulli_3,0,SGD_c_l_rate,False,0.001,10,NA,-174.58676147460938,-174.87412455710464,-168.99959692780487
8,bernoulli_3,0,SGD_c_l_rate,False,0.01,10,NA,-168.9996795654297,-174.87412455710464,-168.99959692780487
9,bernoulli_3,0,SGD_c_l_rate,False,0.1,10,NA,-168.9996795654297,-174.87412455710464,-168.99959692780487
10,bernoulli_3,0,SGD_scale_by_ep,True,1e-05,10,NA,-122.94644927978516,-174.87412455710464,-168.99959692780487
11,bernoulli_3,0,SGD_scale_by_ep,True,0.0001,10,NA,-123.80266571044922,-174.87412455710464,-168.99959692780487
12,bernoulli_3,0,SGD_scale_by_ep,True,0.001,10,NA,-126.93988037109375,-174.87412455710464,-168.99959692780487
13,bernoulli_3,0,SGD_scale_by_ep,True,0.01,10,NA,-171.98007202148438,-174.87412455710464,-168.99959692780487
14,bernoulli_3,0,SGD_scale_by_ep,True,0.1,10,NA,-170.84483337402344,-174.87412455710464,-168.99959692780487
15,bernoulli_3,0,SGD_scale_by_ep,False,1e-05,10,NA,-169.1276092529297,-174.87412455710464,-168.99959692780487
16,bernoulli_3,0,SGD_scale_by_ep,False,0.0001,10,NA,-170.16127014160156,-174.87412455710464,-168.99959692780487
17,bernoulli_3,0,SGD_scale_by_ep,False,0.001,10,NA,-174.11367797851562,-174.87412455710464,-168.99959692780487
18,bernoulli_3,0,SGD_scale_by_ep,False,0.01,10,NA,-171.98013305664062,-174.87412455710464,-168.99959692780487
19,bernoulli_3,0,SGD_scale_by_ep,False,0.1,10,NA,-170.8446807861328,-174.87412455710464,-168.99959692780487
20,bernoulli_3,0,SGD_adaptive,True,1e-05,10,NA,-122.85234069824219,-174.87412455710464,-168.99959692780487
21,bernoulli_3,0,SGD_adaptive,True,0.0001,10,NA,-122.99143981933594,-174.87412455710464,-168.99959692780487
22,bernoulli_3,0,SGD_adaptive,True,0.001,10,NA,-124.17266082763672,-174.87412455710464,-168.99959692780487
23,bernoulli_3,0,SGD_adaptive,True,0.01,10,NA,-128.0894775390625,-174.87412455710464,-168.99959692780487
24,bernoulli_3,0,SGD_adaptive,True,0.1,10,NA,-141.92672729492188,-174.87412455710464,-168.99959692780487
25,bernoulli_3,0,SGD_adaptive,False,1e-05,10,NA,-169.01531982421875,-174.87412455710464,-168.99959692780487
26,bernoulli_3,0,SGD_adaptive,False,0.0001,10,NA,-169.1577911376953,-174.87412455710464,-168.99959692780487
27,bernoulli_3,0,SGD_adaptive,False,0.001,10,NA,-170.42335510253906,-174.87412455710464,-168.99959692780487
28,bernoulli_3,0,SGD_adaptive,False,0.01,10,NA,-174.47840881347656,-174.87412455710464,-168.99959692780487
29,bernoulli_3,0,SGD_adaptive,False,0.1,10,NA,-168.99966430664062,-174.87412455710464,-168.99959692780487
30,bernoulli_3,0,SGD_with_Momentum,True,1e-05,10,0.1,-122.94684600830078,-174.87412455710464,-168.99959692780487
31,bernoulli_3,0,SGD_with_Momentum,True,0.0001,10,0.1,-123.8118896484375,-174.87412455710464,-168.99959692780487
32,bernoulli_3,0,SGD_with_Momentum,True,0.001,10,0.1,-127.1054916381836,-174.87412455710464,-168.99959692780487
33,bernoulli_3,0,SGD_with_Momentum,True,0.01,10,0.1,-171.7540740966797,-174.87412455710464,-168.99959692780487
34,bernoulli_3,0,SGD_with_Momentum,True,0.1,10,0.1,-169.46044921875,-174.87412455710464,-168.99959692780487
35,bernoulli_3,0,SGD_with_Momentum,False,1e-05,10,0.1,-169.13204956054688,-174.87412455710464,-168.99959692780487
36,bernoulli_3,0,SGD_with_Momentum,False,0.0001,10,0.1,-170.20126342773438,-174.87412455710464,-168.99959692780487
37,bernoulli_3,0,SGD_with_Momentum,False,0.001,10,0.1,-174.23463439941406,-174.87412455710464,-168.99959692780487
38,bernoulli_3,0,SGD_with_Momentum,False,0.01,10,0.1,-171.7657470703125,-174.87412455710464,-168.99959692780487
39,bernoulli_3,0,SGD_with_Momentum,False,0.1,10,0.1,-169.46070861816406,-174.87412455710464,-168.99959692780487
40,bernoulli_3,0,Adagrad,True,1e-05,10,NA,-122.85892486572266,-174.87412455710464,-168.99959692780487
41,bernoulli_3,0,Adagrad,True,0.0001,10,NA,-123.0546875,-174.87412455710464,-168.99959692780487
42,bernoulli_3,0,Adagrad,True,0.001,10,NA,-124.6208267211914,-174.87412455710464,-168.99959692780487
43,bernoulli_3,0,Adagrad,True,0.01,10,NA,-128.8062286376953,-174.87412455710464,-168.99959692780487
44,bernoulli_3,0,Adagrad,True,0.1,10,NA,-127.54561614990234,-174.87412455710464,-168.99959692780487
45,bernoulli_3,0,Adagrad,False,1e-05,10,NA,-169.0230255126953,-174.87412455710464,-168.99959692780487
46,bernoulli_3,0,Adagrad,False,0.0001,10,NA,-169.21971130371094,-174.87412455710464,-168.99959692780487
47,bernoulli_3,0,Adagrad,False,0.001,10,NA,-170.884033203125,-174.87412455710464,-168.99959692780487
48,bernoulli_3,0,Adagrad,False,0.01,10,NA,-174.5757598876953,-174.87412455710464,-168.99959692780487
49,bernoulli_3,0,Adagrad,False,0.1,10,NA,-168.99966430664062,-174.87412455710464,-168.99959692780487
50,bernoulli_3,0,Adam_sg,True,1e-05,10,NA,-123.70353698730469,-174.87412455710464,-168.99959692780487
51,bernoulli_3,0,Adam_sg,True,0.0001,10,NA,-127.19971466064453,-174.87412455710464,-168.99959692780487
52,bernoulli_3,0,Adam_sg,True,0.001,10,NA,-129.61277770996094,-174.87412455710464,-168.99959692780487
53,bernoulli_3,0,Adam_sg,True,0.01,10,NA,-145.6231689453125,-174.87412455710464,-168.99959692780487
54,bernoulli_3,0,Adam_sg,True,0.1,10,NA,-122.83624267578125,-174.87412455710464,-168.99959692780487
55,bernoulli_3,0,Adam_sg,False,1e-05,10,NA,-170.47987365722656,-174.87412455710464,-168.99959692780487
56,bernoulli_3,0,Adam_sg,False,0.0001,10,NA,-174.58831787109375,-174.87412455710464,-168.99959692780487
57,bernoulli_3,0,Adam_sg,False,0.001,10,NA,-174.49937438964844,-174.87412455710464,-168.99959692780487
58,bernoulli_3,0,Adam_sg,False,0.01,10,NA,-168.9996795654297,-174.87412455710464,-168.99959692780487
59,bernoulli_3,0,Adam_sg,False,0.1,10,NA,-168.9996795654297,-174.87412455710464,-168.99959692780487
60,bernoulli_3,0,Adam_full_batch,True,1e-05,10,NA,-122.84652709960938,-174.87412455710464,-168.99959692780487
61,bernoulli_3,0,Adam_full_batch,True,0.0001,10,NA,-122.93809509277344,-174.87412455710464,-168.99959692780487
62,bernoulli_3,0,Adam_full_batch,True,0.001,10,NA,-123.79928588867188,-174.87412455710464,-168.99959692780487
63,bernoulli_3,0,Adam_full_batch,True,0.01,10,NA,-128.22723388671875,-174.87412455710464,-168.99959692780487
64,bernoulli_3,0,Adam_full_batch,True,0.1,10,NA,-129.78428649902344,-174.87412455710464,-168.99959692780487
65,bernoulli_3,0,Adam_full_batch,False,1e-05,10,NA,-169.00994873046875,-174.87412455710464,-168.99959692780487
66,bernoulli_3,0,Adam_full_batch,False,0.0001,10,NA,-169.1050262451172,-174.87412455710464,-168.99959692780487
67,bernoulli_3,0,Adam_full_batch,False,0.001,10,NA,-170.01248168945312,-174.87412455710464,-168.99959692780487
68,bernoulli_3,0,Adam_full_batch,False,0.01,10,NA,-174.7930908203125,-174.87412455710464,-168.99959692780487
69,bernoulli_3,0,Adam_full_batch,False,0.1,10,NA,-174.8701171875,-174.87412455710464,-168.99959692780487
70,bernoulli_3,0,GD_c_l_rate,True,1e-05,10,NA,-123.38858795166016,-174.87412455710464,-168.99959692780487
71,bernoulli_3,0,GD_c_l_rate,True,0.0001,10,NA,-126.45477294921875,-174.87412455710464,-168.99959692780487
72,bernoulli_3,0,GD_c_l_rate,True,0.001,10,NA,-130.0928192138672,-174.87412455710464,-168.99959692780487
73,bernoulli_3,0,GD_c_l_rate,True,0.01,10,NA,-129.4346923828125,-174.87412455710464,-168.99959692780487
74,bernoulli_3,0,GD_c_l_rate,True,0.1,10,NA,-122.83624267578125,-174.87412455710464,-168.99959692780487
75,bernoulli_3,0,GD_c_l_rate,False,1e-05,10,NA,-169.65371704101562,-174.87412455710464,-168.99959692780487
76,bernoulli_3,0,GD_c_l_rate,False,0.0001,10,NA,-173.16021728515625,-174.87412455710464,-168.99959692780487
77,bernoulli_3,0,GD_c_l_rate,False,0.001,10,NA,-174.8899383544922,-174.87412455710464,-168.99959692780487
78,bernoulli_3,0,GD_c_l_rate,False,0.01,10,NA,-168.9996795654297,-174.87412455710464,-168.99959692780487
79,bernoulli_3,0,GD_c_l_rate,False,0.1,10,NA,-168.9996795654297,-174.87412455710464,-168.99959692780487
80,bernoulli_3,0,GD_scale_by_ep,True,1e-05,10,NA,-122.94682312011719,-174.87412455710464,-168.99959692780487
81,bernoulli_3,0,GD_scale_by_ep,True,0.0001,10,NA,-123.8565444946289,-174.87412455710464,-168.99959692780487
82,bernoulli_3,0,GD_scale_by_ep,True,0.001,10,NA,-128.2323455810547,-174.87412455710464,-168.99959692780487
83,bernoulli_3,0,GD_scale_by_ep,True,0.01,10,NA,-125.03553771972656,-174.87412455710464,-168.99959692780487
84,bernoulli_3,0,GD_scale_by_ep,True,0.1,10,NA,-122.83624267578125,-174.87412455710464,-168.99959692780487
85,bernoulli_3,0,GD_scale_by_ep,False,1e-05,10,NA,-169.1432342529297,-174.87412455710464,-168.99959692780487
86,bernoulli_3,0,GD_scale_by_ep,False,0.0001,10,NA,-170.32211303710938,-174.87412455710464,-168.99959692780487
87,bernoulli_3,0,GD_scale_by_ep,False,0.001,10,NA,-174.74073791503906,-174.87412455710464,-168.99959692780487
88,bernoulli_3,0,GD_scale_by_ep,False,0.01,10,NA,-168.9996795654297,-174.87412455710464,-168.99959692780487
89,bernoulli_3,0,GD_scale_by_ep,False,0.1,10,NA,-168.9996795654297,-174.87412455710464,-168.99959692780487
90,bernoulli_3,0,SVRG,True,1e-05,10,NA,-123.0387191772461,-174.87412455710464,-168.99959692780487
91,bernoulli_3,0,SVRG,True,0.0001,10,NA,-124.6316909790039,-174.87412455710464,-168.99959692780487
92,bernoulli_3,0,SVRG,True,0.001,10,NA,-129.3835906982422,-174.87412455710464,-168.99959692780487
93,bernoulli_3,0,SVRG,True,0.01,10,NA,-147.58287048339844,-174.87412455710464,-168.99959692780487
94,bernoulli_3,0,SVRG,True,0.1,10,NA,-122.83624267578125,-174.87412455710464,-168.99959692780487
95,bernoulli_3,0,SVRG,False,1e-05,10,NA,-169.17034912109375,-174.87412455710464,-168.99959692780487
96,bernoulli_3,0,SVRG,False,0.0001,10,NA,-170.61048889160156,-174.87412455710464,-168.99959692780487
97,bernoulli_3,0,SVRG,False,0.001,10,NA,-174.2288360595703,-174.87412455710464,-168.99959692780487
98,bernoulli_3,0,SVRG,False,0.01,10,NA,-168.99966430664062,-174.87412455710464,-168.99959692780487
99,bernoulli_3,0,SVRG,False,0.1,10,NA,-168.99966430664062,-174.87412455710464,-168.99959692780487
100,bernoulli_3,1,SGD_c_l_rate,True,1e-05,10,NA,-156.28213500976562,-191.18682898218833,-186.3551851628282
101,bernoulli_3,1,SGD_c_l_rate,True,0.0001,10,NA,-162.49261474609375,-191.18682898218833,-186.3551851628282
102,bernoulli_3,1,SGD_c_l_rate,True,0.001,10,NA,-186.91981506347656,-191.18682898218833,-186.3551851628282
103,bernoulli_3,1,SGD_c_l_rate,True,0.01,10,NA,-154.9530792236328,-191.18682898218833,-186.3551851628282
104,bernoulli_3,1,SGD_c_l_rate,True,0.1,10,NA,-154.9530792236328,-191.18682898218833,-186.3551851628282
105,bernoulli_3,1,SGD_c_l_rate,False,1e-05,10,NA,-187.13902282714844,-191.18682898218833,-186.3551851628282
106,bernoulli_3,1,SGD_c_l_rate,False,0.0001,10,NA,-190.03213500976562,-191.18682898218833,-186.3551851628282
107,bernoulli_3,1,SGD_c_l_rate,False,0.001,10,NA,-186.35520935058594,-191.18682898218833,-186.3551851628282
108,bernoulli_3,1,SGD_c_l_rate,False,0.01,10,NA,-186.35520935058594,-191.18682898218833,-186.3551851628282
109,bernoulli_3,1,SGD_c_l_rate,False,0.1,10,NA,-186.35520935058594,-191.18682898218833,-186.3551851628282
110,bernoulli_3,1,SGD_scale_by_ep,True,1e-05,10,NA,-155.19717407226562,-191.18682898218833,-186.3551851628282
111,bernoulli_3,1,SGD_scale_by_ep,True,0.0001,10,NA,-157.0685577392578,-191.18682898218833,-186.3551851628282
112,bernoulli_3,1,SGD_scale_by_ep,True,0.001,10,NA,-163.51649475097656,-191.18682898218833,-186.3551851628282
113,bernoulli_3,1,SGD_scale_by_ep,True,0.01,10,NA,-155.60606384277344,-191.18682898218833,-186.3551851628282
114,bernoulli_3,1,SGD_scale_by_ep,True,0.1,10,NA,-154.9530792236328,-191.18682898218833,-186.3551851628282
115,bernoulli_3,1,SGD_scale_by_ep,False,1e-05,10,NA,-186.5006103515625,-191.18682898218833,-186.3551851628282
116,bernoulli_3,1,SGD_scale_by_ep,False,0.0001,10,NA,-187.5243377685547,-191.18682898218833,-186.3551851628282
117,bernoulli_3,1,SGD_scale_by_ep,False,0.001,10,NA,-188.55252075195312,-191.18682898218833,-186.3551851628282
118,bernoulli_3,1,SGD_scale_by_ep,False,0.01,10,NA,-186.35520935058594,-191.18682898218833,-186.3551851628282
119,bernoulli_3,1,SGD_scale_by_ep,False,0.1,10,NA,-186.35520935058594,-191.18682898218833,-186.3551851628282
120,bernoulli_3,1,SGD_adaptive,True,1e-05,10,NA,-154.98658752441406,-191.18682898218833,-186.3551851628282
121,bernoulli_3,1,SGD_adaptive,True,0.0001,10,NA,-155.27700805664062,-191.18682898218833,-186.3551851628282
122,bernoulli_3,1,SGD_adaptive,True,0.001,10,NA,-157.7279510498047,-191.18682898218833,-186.3551851628282
123,bernoulli_3,1,SGD_adaptive,True,0.01,10,NA,-165.2037811279297,-191.18682898218833,-186.3551851628282
124,bernoulli_3,1,SGD_adaptive,True,0.1,10,NA,-166.5021209716797,-191.18682898218833,-186.3551851628282
125,bernoulli_3,1,SGD_adaptive,False,1e-05,10,NA,-186.38795471191406,-191.18682898218833,-186.3551851628282
126,bernoulli_3,1,SGD_adaptive,False,0.0001,10,NA,-186.70916748046875,-191.18682898218833,-186.3551851628282
127,bernoulli_3,1,SGD_adaptive,False,0.001,10,NA,-189.02452087402344,-191.18682898218833,-186.3551851628282
128,bernoulli_3,1,SGD_adaptive,False,0.01,10,NA,-191.07968139648438,-191.18682898218833,-186.3551851628282
129,bernoulli_3,1,SGD_adaptive,False,0.1,10,NA,-186.35520935058594,-191.18682898218833,-186.3551851628282
130,bernoulli_3,1,SGD_with_Momentum,True,1e-05,10,0.1,-155.1976776123047,-191.18682898218833,-186.3551851628282
131,bernoulli_3,1,SGD_with_Momentum,True,0.0001,10,0.1,-157.0779266357422,-191.18682898218833,-186.3551851628282
132,bernoulli_3,1,SGD_with_Momentum,True,0.001,10,0.1,-163.71896362304688,-191.18682898218833,-186.3551851628282
133,bernoulli_3,1,SGD_with_Momentum,True,0.01,10,0.1,-154.97633361816406,-191.18682898218833,-186.3551851628282
134,bernoulli_3,1,SGD_with_Momentum,True,0.1,10,0.1,-154.9530792236328,-191.18682898218833,-186.3551851628282
135,bernoulli_3,1,SGD_with_Momentum,False,1e-05,10,0.1,-186.5023193359375,-191.18682898218833,-186.3551851628282
136,bernoulli_3,1,SGD_with_Momentum,False,0.0001,10,0.1,-187.5389404296875,-191.18682898218833,-186.3551851628282
137,bernoulli_3,1,SGD_with_Momentum,False,0.001,10,0.1,-188.64694213867188,-191.18682898218833,-186.3551851628282
138,bernoulli_3,1,SGD_with_Momentum,False,0.01,10,0.1,-186.35520935058594,-191.18682898218833,-186.3551851628282
139,bernoulli_3,1,SGD_with_Momentum,False,0.1,10,0.1,-186.35520935058594,-191.18682898218833,-186.3551851628282
140,bernoulli_3,1,Adagrad,True,1e-05,10,NA,-155.0005645751953,-191.18682898218833,-186.3551851628282
141,bernoulli_3,1,Adagrad,True,0.0001,10,NA,-155.4158935546875,-191.18682898218833,-186.3551851628282
