,Dual_dist,seed,Algorithm,naive_init,lr,epoch_num,momentum,best_obj,max_grid_obj,max_data_obj
0,bernoulli_5,0,SGD_c_l_rate,True,1e-05,10,NA,-27.786476135253906,-40.033729063296654,-39.00460420111176
1,bernoulli_5,0,SGD_c_l_rate,True,0.0001,10,NA,-27.9077205657959,-40.033729063296654,-39.00460420111176
2,bernoulli_5,0,SGD_c_l_rate,True,0.001,10,NA,-28.311534881591797,-40.033729063296654,-39.00460420111176
3,bernoulli_5,0,SGD_c_l_rate,True,0.01,10,NA,-27.7708740234375,-40.033729063296654,-39.00460420111176
4,bernoulli_5,0,SGD_c_l_rate,True,0.1,10,NA,-31.910362243652344,-40.033729063296654,-39.00460420111176
5,bernoulli_5,0,SGD_c_l_rate,False,1e-05,10,NA,-39.012325286865234,-40.033729063296654,-39.00460420111176
6,bernoulli_5,0,SGD_c_l_rate,False,0.0001,10,NA,-39.07975769042969,-40.033729063296654,-39.00460420111176
7,bernoulli_5,0,SGD_c_l_rate,False,0.001,10,NA,-39.55487823486328,-40.033729063296654,-39.00460420111176
8,bernoulli_5,0,SGD_c_l_rate,False,0.01,10,NA,-39.6591796875,-40.033729063296654,-39.00460420111176
9,bernoulli_5,0,SGD_c_l_rate,False,0.1,10,NA,-39.00461196899414,-40.033729063296654,-39.00460420111176
10,bernoulli_5,0,SGD_scale_by_ep,True,1e-05,10,NA,-27.773574829101562,-40.033729063296654,-39.00460420111176
11,bernoulli_5,0,SGD_scale_by_ep,True,0.0001,10,NA,-27.79723358154297,-40.033729063296654,-39.00460420111176
12,bernoulli_5,0,SGD_scale_by_ep,True,0.001,10,NA,-27.972618103027344,-40.033729063296654,-39.00460420111176
13,bernoulli_5,0,SGD_scale_by_ep,True,0.01,10,NA,-29.602481842041016,-40.033729063296654,-39.00460420111176
14,bernoulli_5,0,SGD_scale_by_ep,True,0.1,10,NA,-39.152557373046875,-40.033729063296654,-39.00460420111176
15,bernoulli_5,0,SGD_scale_by_ep,False,1e-05,10,NA,-39.00595474243164,-40.033729063296654,-39.00460420111176
16,bernoulli_5,0,SGD_scale_by_ep,False,0.0001,10,NA,-39.01787185668945,-40.033729063296654,-39.00460420111176
17,bernoulli_5,0,SGD_scale_by_ep,False,0.001,10,NA,-39.128662109375,-40.033729063296654,-39.00460420111176
18,bernoulli_5,0,SGD_scale_by_ep,False,0.01,10,NA,-39.56210708618164,-40.033729063296654,-39.00460420111176
